city ,state,population,density,percent_nw,year,year_date,ind,number,type,type_detailed_year,type_detailed_all,condition,source,current,past,summary,gov_funding,procurement,legal_challenges,challenges_info,challenge_start,challenge_end,challenge_length_days,challenge_organization,foi,foi_name,lat,long
Fort Worth,Texas,"874,168","2,491",60.7,2018,1/18/18,0,0,0,,,0,0,9,1,2016 Fort Worth Police Department purchased Omega Group's CrimeView software (which uses HunchLab's algorithm for its predictive functions) and deployed it on a voluntary basis. The contract is believed to extend into at least 2017. Research published in 2016 used Risk Terrain Modelling to predict child abuse using data from 2013-14. However there is no evidence of any police intervention based on the research.,,FWPD,0,,,,,,YES,Texas Public Information Act,32.7554883,-97.330766
Indianapolis,Indiana,"863,002","2,366",44.6,2018,1/19/18,1,1,2,PredPol (via Caliber Public Saftey),PredPol (via Caliber Public Saftey),2,5,1,0,"2012 Indianapolis Metro Police Department entered into a 10 year contract with InterAct to develop a crime data center with predictive policing capabilities; 2015 Indianapolis Metro Police Department canceled its contract with InterAct after the company failed to deliver a viable product; 2017 Indianapolis Metro Police Department rolled out its ""real-time data center"" with predictive policing capabilities for day to day use. However, there is neither mention of a specific vendor providing software for the data center, nor is there mention of a software developed in house; 2018 Caliber Public Safety (a Record Management System used by Indianapolis since at least 2017 to compile and present crime data) partnered with PredPol to add a predictive module to their suite of services. This claim is bolstered by a report that PredPol has a specific portal on its website for Indianapolis.",,IMPD,0,,,,,,YES; with relevant exceptions,Indiana Access to Public Records Act,39.768403,-86.158068
Charlotte,North Carolina,"859,035","2,757",58.3,2018,1/20/18,0,0,0,,,0,0,9,1,2009 Charlotte-Mecklenburg Police Department awarded a contract to Information Builders for its WebFOCUS Law Enforcement Analytics Solution; 2010 Information Builders WebFOCUS Law Enforcement Analytics predictive dashboard went live; 2011 Information Builders publishes a consumer profile detailing its work with the CMPD; 2013 Charlotte-Mecklenburg Police Department planned to expand its use of Information Builders WebFOCUS Law Enforcement Analytics to include person specific predictions. There is no publicly available information detailing CMPD's use of predictive policing following 2013-14. ,,,0,,,,,,YES; with relevant exceptions,North Carolina Public Records Law,35.2270869,-80.843127
Seattle,Washington,"724,745","8,405",35.7,2018,1/21/18,1,2,1,Real-Time Crime Center,Real-Time Crime Center; HunchLab (via ShotSpotter),5,2,1,1,"2013 Seattle entered into a contract with PredPol that was initially limited to property crime in two patrol divisions but was later expanded to the entire city after a $400,000 increase in funding for predictive policing from the mayor later in the year; 2014 Seattle Police Department released short descriptions of best practices including continued use and evaluation of PredPol. There is no publicly available information on SPD's use of PredPol following 2014. SPD also released its own in-house crime analysis package SeaStat. However it is unlikely that SeaStat has predictive capabilities according to descriptions of the program by police officers; 2015 Seattle Police Department announced the deployment of a ""real-time crime center"" that employs algorithms to use ""historical data to make decisions about deploying police officers""; 2018 Seattle Police Department Chief lists the continued use predictive policing technology as one of her biggest priorities. However it is unclear if this means continued use of a vendor, employment of a new vendor, or reliance on in-house methods. Also in 2018 ShotSpotter (a gunshot detection software used by Seattle) purchased HunchLab's predictive analytics package to be incorporated into its software. ",,SPD,0,,,,,,YES,Washington Public Records Act,47.6062095,-122.33207
Seattle,Washington,"724,745","8,405",35.7,2018,1/22/18,2,2,3,HunchLab (via ShotSpotter),Real-Time Crime Center; HunchLab (via ShotSpotter),2,5,1,1,"2013 Seattle entered into a contract with PredPol that was initially limited to property crime in two patrol divisions but was later expanded to the entire city after a $400,000 increase in funding for predictive policing from the mayor later in the year; 2014 Seattle Police Department released short descriptions of best practices including continued use and evaluation of PredPol. There is no publicly available information on SPD's use of PredPol following 2014. SPD also released its own in-house crime analysis package SeaStat. However it is unlikely that SeaStat has predictive capabilities according to descriptions of the program by police officers; 2015 Seattle Police Department announced the deployment of a ""real-time crime center"" that employs algorithms to use ""historical data to make decisions about deploying police officers""; 2018 Seattle Police Department Chief lists the continued use predictive policing technology as one of her biggest priorities. However it is unclear if this means continued use of a vendor, employment of a new vendor, or reliance on in-house methods. Also in 2018 ShotSpotter (a gunshot detection software used by Seattle) purchased HunchLab's predictive analytics package to be incorporated into its software. ",,SPD,0,,,,,,YES,Washington Public Records Act,47.6062095,-122.33207
Denver,Colorado,"704,621","4,521",46,2018,1/23/18,1,2,3,HunchLab (via ShotSpotter),HunchLab (via ShotSpotter); LexisNexis Accurint (via Data Analysis Unit),2,5,1,1,2012 Denver Police Department researched Risk Terrain Modelling as a police tactic. However DPD reports no resulting police intervention based on the research. Also in 2012 DPD contracted with BAIR Analytics (which was extended through at least 2014); 2013 Denver Police Department tested its Data Analysis Unit a service it developed in-house that employed predictive policing software (likely from BAIR Analytics) in two Precincts; 2015 Denver Police Department implemented its Data Analysis Unit city-wide. In 2015 BAIR Analytics was also purchased by LexisNexis and incorporated into its Accurint product; 2017 Denver Police Department Audit Report confirms use of the LexisNexis Accurint Product; 2018 Denver Police Department has crime data available online with LexisNexis (as well as the Denver Post) which would imply a continued partnership between DPD and LexisNexis. Also in 2018 ShotSpotter (a gunshot detection software used by Denver) purchased HunchLab's predictive analytics package to be incorporated into its software. ,,DPD,0,,,,,,YES,Colorado Open Records Act,39.7392358,-104.99025
Denver,Colorado,"704,621","4,521",46,2018,1/24/18,2,2,5,LexisNexis Accurint (via Data Analysis Unit),HunchLab (via ShotSpotter); LexisNexis Accurint (via Data Analysis Unit),3,5,1,1,2012 Denver Police Department researched Risk Terrain Modelling as a police tactic. However DPD reports no resulting police intervention based on the research. Also in 2012 DPD contracted with BAIR Analytics (which was extended through at least 2014); 2013 Denver Police Department tested its Data Analysis Unit a service it developed in-house that employed predictive policing software (likely from BAIR Analytics) in two Precincts; 2015 Denver Police Department implemented its Data Analysis Unit city-wide. In 2015 BAIR Analytics was also purchased by LexisNexis and incorporated into its Accurint product; 2017 Denver Police Department Audit Report confirms use of the LexisNexis Accurint Product; 2018 Denver Police Department has crime data available online with LexisNexis (as well as the Denver Post) which would imply a continued partnership between DPD and LexisNexis. Also in 2018 ShotSpotter (a gunshot detection software used by Denver) purchased HunchLab's predictive analytics package to be incorporated into its software. ,,DPD,0,,,,,,YES,Colorado Open Records Act,39.7392358,-104.99025
Washington,District of Columbia,"693,972","11,148",63.7,2018,1/25/18,1,1,3,HunchLab (via ShotSpotter),HunchLab (via ShotSpotter),2,5,1,0,"2014 Washington DC tried to offer a contract to Palantir, but the company refused; 2015 Hitachi Vantara had access to Washington DC crime data. However there is no record of any implementation; 2017 Washington DC tried again to offer a contract to Palantir, but the company again refused; 2018 ShotSpotter (a gunshot detection software used by Washington DC) purchased HunchLab's predictive analytics package to be incorporated into its software. ",,,0,,,,,,YES,Freedom of Information Act,38.9071923,-77.036871
Boston,Massachusetts,"685,094","13,938",54.6,2018,1/26/18,1,1,3,HunchLab (via ShotSpotter),HunchLab (via ShotSpotter),2,5,1,1,"2009 Boston Police Department worked with University of Massachusetts Boston researchers and in-house analysts to develop a hotspot-based modelling system over a two year period (this included police intervention based on the modelling). It is unclear exactly how ""predictive"" these models were, as well as whether they are used today; 2016 Boston Police Department Ex-Commissioner reports having worked with local universities to utilize big data to predict crime in an interview; 2018 ShotSpotter (a gunshot detection software used by Boston) purchased HunchLab's predictive analytics package to be incorporated into its software. ",2009 NIJ,BPD,0,,,,,,YES,Massachusetts Public Records Act,42.3600825,-71.05888
El Paso,Texas,"683,577","2,660",86.1,2018,1/27/18,0,0,0,,,0,0,0,1,2012 El Paso Police Department partnered with BAIR Analytics ATACRAIDS (including the production of publicly available crime mapping tools). This was used until at least 2013; 2014 El Paso Police Department discussed utilizing the Risk Terrain Modelling methodology used in Fort Worth to predict child abuse. However there was no record of any intervention following this; 2018 BAIR Analytics website advertises its partnership with EPPD as evidence of experience with drug crime (this is most likely in reference to the 2012-3 partnership since no other records detailing the relationship between the company and EPPD have been found,,EPPD,0,,,,,,YES,Texas Public Information Act,31.7775757,-106.44246
Detroit,Michigan,"673,104","4,847",89.8,2018,1/28/18,0,0,0,,,0,0,9,1,2012 Detroit Police Department publicly considered predictive policing and entered into negotiations with PredPol to participate in a pilot limited to gun crimes; 2013 Detroit Police Department backed out of its negotiations with PredPol; 2015 Detroit Police Department is making arrests based on tips generated by predictive policing software according to news reports. However there is no publicly available information detailing DPD's use of predictive policing following the 2015 report.,,,9,,,,,,YES; with relevant exceptions,Michigan Freedom of Information Act,42.331427,-83.045754
Nashville,Tennessee,"667,560","1,388",44.6,2018,1/29/18,0,0,0,,,0,0,9,1,2009 Nashville Police Department used data-driven approaches to crime and traffic safety to utilize crime mapping to target drunk driving (according to a 2013 RAND Corporation report on Predictive Policing). It is unclear how predictive these tactics were and whether they were used after 2009; 2015 Nashville is named as a city using predictive policing to target individuals most likely to commit a crime by the New York Times,,,9,,,,,,YES,Tennessee Open Records Act,36.1626638,-86.781602
Memphis,Tennessee,"652,236","2,056",74.6,2018,1/30/18,1,1,5,IBM SPSS Analytics (via Blue CRUSH),IBM SPSS Analytics (via Blue CRUSH),3,2,1,1,"2006 Memphis Police Department began developing a statistics and mapping based approach to crime analysis in partnership with IBM and the University of Memphis called Blue CRUSH (Crime Reduction Utilizing Statistical History). It is likely that this original program contained little predictive ability; 2009 Blue CRUSH gained new predictive capability through the IBM SPSS package after IBM purchased SPSS that year; 2017 Memphis Police Department publicly stated that ""Blue CRUSH is here to stay"" and provided figures suggesting the program's effectiveness in 2014-16 corroborating reports of the software's use from 2012, 2013, and 2015.",,MPD,0,,,,,,YES,Tennessee Open Records Act,35.1495343,-90.04898
Portland,Oregon,"647,805","4,793",29.6,2018,1/31/18,0,0,0,,,0,0,0,0,2012 Portland Police Bureau requested funding from the city for predictive policing; 2015 Portland Police Bureau requested funding in order to hire a predictive policing analyst for traffic crime. It is unclear if either of these funding requests were successful; 2016 National Institute of Justice held a predictive policing design contest based on Portland. However there is no evidence of the PPD using any of the programs created; 2017 Portland Police Bureau dismantles gang member database. It is unclear if this database was used by any predictive policing program.,,,9,,,,,,YES; with relevant exceptions,Oregon Public Records Law,45.5230622,-122.67648
Oklahoma City,Oklahoma,"643,648","1,053",46,2018,2/1/18,0,0,0,,,0,0,9,1,2012 Oklahoma City Police Department entered into a two year contract with BAIR Analytics; 2015 BAIR Analytics was purchased by LexisNexis and incorporated into its Accurint product. According to OKCPD at this time its predictive analytics program was aimed toward traffic crime. There is no publicly available information detailing OKCPD's use of predictive policing following 2016. ,,OKCPD,0,,,,,,YES,Oklahoma Open Records Act,35.4675602,-97.516428
Las Vegas,Nevada,"641,676","4,709",55.8,2018,2/2/18,1,1,3,HunchLab (via ShotSpotter),HunchLab (via ShotSpotter),2,5,1,1,"2011 Las Vegas Metro Police Department deployed a proactive hotspot policing team (Mobile Crime Saturation Team). This team was utilized and studied through at least 2013. However, despite its proactive nature it is uncertain how predictive this hotspot mapping tactic was; 2017 Security professional offhand mentioned the use of predictive policing by law enforcement in Las Vegas; 2018 Las Vegas Metro Police Department opened its new crime intelligence center. Although LVMPD touts the sophisticated technology employed by this center, there is no direct reference to predictive policing. Also in 2018 ShotSpotter (a gunshot detection software used by Las Vegas) purchased HunchLab's predictive analytics package to be incorporated into its software. ",2009 NIJ; 2012 BJA,LVMPD,0,,,,,,YES; with relevant exceptions,Nevada Open Records Act,36.1699412,-115.13983
Louisville,Kentucky,"621,349","2,339",25.2,2018,2/3/18,1,2,3,HunchLab (via ShotSpotter),HunchLab (via ShotSpotter); UNKNOWN,2,5,1,1,"2016 Louisville City government began testing a predictive policing technology which it planned to deploy in full during the year; 2017 Louisville Metro Police Department planned to ""re-roll out"" its predictive policing program; 2018 Louisville Metro Police Department Chief remarks that officers use predictive policing in a local report. Also in 2018 ShotSpotter (a gunshot detection software used by Louisville) purchased HunchLab's predictive analytics package to be incorporated into its software. ",,,0,,,,,,YES; with state refusals,Kentucky Open Records Act,38.2526647,-85.758456
Louisville,Kentucky,"621,349","2,339",25.2,2018,2/4/18,2,2,9,UNKNOWN,HunchLab (via ShotSpotter); UNKNOWN,3,2,1,1,"2016 Louisville City government began testing a predictive policing technology which it planned to deploy in full during the year; 2017 Louisville Metro Police Department planned to ""re-roll out"" its predictive policing program; 2018 Louisville Metro Police Department Chief remarks that officers use predictive policing in a local report. Also in 2018 ShotSpotter (a gunshot detection software used by Louisville) purchased HunchLab's predictive analytics package to be incorporated into its software. ",,,0,,,,,,YES; with state refusals,Kentucky Open Records Act,38.2526647,-85.758456
Baltimore,Maryland,"611,648","7,598",72.5,2018,2/5/18,1,2,1,UNNAMED,UNNAMED; Hunchlab (via ShotSpotter),3,2,1,1,"2012 Baltimore Police Department tested the IBM SPSS Analytics predictive policing package but were unsatisfied and chose not to purchase the software after the trial; 2018 Baltimore Police Department is in the process of implementing a predictive policing software described as akin to those used in Los Angeles and Chicago. This includes the creation of a ""Strategic Decision Support Center"" modeled after the Chicago Police Department's predictive policing data center. This process has been under a lot of public scrutiny, since Baltimore's consent decree with to DOJ requires BPD to disclose any new policing technology prior to use. There have also been allegations that BPD has some relationship with PredPol stemming from the fact that PredPol has a specific web portal dedicated to Baltimore and news reports linking BPD's predictive policing technology to technology ""developed in Los Angeles"". Also in 2018 ShotSpotter (a gunshot detection software used by Baltimore) purchased HunchLab's predictive analytics package to be incorporated into its software. ",2009 NIJ,BPD,0,,,,,,YES,Maryland Public Information Act,39.2903848,-76.612189
Baltimore,Maryland,"611,648","7,598",72.5,2018,2/6/18,2,2,3,Hunchlab (via ShotSpotter),UNNAMED; Hunchlab (via ShotSpotter),2,5,1,1,"2012 Baltimore Police Department tested the IBM SPSS Analytics predictive policing package but were unsatisfied and chose not to purchase the software after the trial; 2018 Baltimore Police Department is in the process of implementing a predictive policing software described as akin to those used in Los Angeles and Chicago. This includes the creation of a ""Strategic Decision Support Center"" modeled after the Chicago Police Department's predictive policing data center. This process has been under a lot of public scrutiny, since Baltimore's consent decree with to DOJ requires BPD to disclose any new policing technology prior to use. There have also been allegations that BPD has some relationship with PredPol stemming from the fact that PredPol has a specific web portal dedicated to Baltimore and news reports linking BPD's predictive policing technology to technology ""developed in Los Angeles"". Also in 2018 ShotSpotter (a gunshot detection software used by Baltimore) purchased HunchLab's predictive analytics package to be incorporated into its software. ",2009 NIJ,BPD,0,,,,,,YES,Maryland Public Information Act,39.2903848,-76.612189
Milwaukee,Wisconsin,"595,351","6,186",64.5,2018,2/7/18,1,2,1,Predictive Intelligence Center,Predictive Intelligence Center; HunchLab (via ShotSpotter),5,6,1,1,2009 Milwaukee Police Department created the Intelligence Fusion Center which contains within it a Predictive Intelligence Center. However the specific predictive capability of this center is unclear; 2016 Milwaukee-based law firm began to offer information and protection for those who may have been targeted or arrested by predictive policing methods; 2017 Milwaukee Police Department expressed interest in purchasing some service from Palantir; 2018 ShotSpotter (a gunshot detection software used by Milwaukee) purchased HunchLab's predictive analytics package to be incorporated into its software. ,,MPD,0,,,,,,YES; with relevant exceptions,Wisconsin Open Records Law,43.0389025,-87.906474
Milwaukee,Wisconsin,"595,351","6,186",64.5,2018,2/8/18,2,2,3,HunchLab (via ShotSpotter),Predictive Intelligence Center; HunchLab (via ShotSpotter),2,5,1,1,2009 Milwaukee Police Department created the Intelligence Fusion Center which contains within it a Predictive Intelligence Center. However the specific predictive capability of this center is unclear; 2016 Milwaukee-based law firm began to offer information and protection for those who may have been targeted or arrested by predictive policing methods; 2017 Milwaukee Police Department expressed interest in purchasing some service from Palantir; 2018 ShotSpotter (a gunshot detection software used by Milwaukee) purchased HunchLab's predictive analytics package to be incorporated into its software. ,,MPD,0,,,,,,YES; with relevant exceptions,Wisconsin Open Records Law,43.0389025,-87.906474
Albuquerque,New Mexico,"558,545","2,972",59.5,2018,2/9/18,1,2,1,Real-Time Crime Center,Real-Time Crime Center; PredPol,5,2,1,1,"2012 Albuquerque Police Department started using predictive policing in at least its Southeast area; 2013 Albuquerque opened a Real-Time Crime Center, designed to be the home of its high-tech programs such as predictive policing; 2014 Albuquerque Police Department increased funding for the Real-Time Crime Center and was confirmed to be using some form of predictive policing to monitor property crime. There has been no indication of a change in policy since 2014; 2016 Rio Ranchero (a suburb of Albuquerque) Police Department began using PredPol. There has been speculation that Albuquerque has used the vendor as well since then.",,APD,0,,,,,,YES; with relevant exceptions,New Mexico Inspection of Public Records Act,35.0853336,-106.60555
Albuquerque,New Mexico,"558,545","2,972",59.5,2018,2/10/18,2,2,2,PredPol,Real-Time Crime Center; PredPol,3,1,1,1,"2012 Albuquerque Police Department started using predictive policing in at least its Southeast area; 2013 Albuquerque opened a Real-Time Crime Center, designed to be the home of its high-tech programs such as predictive policing; 2014 Albuquerque Police Department increased funding for the Real-Time Crime Center and was confirmed to be using some form of predictive policing to monitor property crime. There has been no indication of a change in policy since 2014; 2016 Rio Ranchero (a suburb of Albuquerque) Police Department began using PredPol. There has been speculation that Albuquerque has used the vendor as well since then.",,APD,0,,,,,,YES; with relevant exceptions,New Mexico Inspection of Public Records Act,35.0853336,-106.60555
Tucson,Arizona,"535,677","2,299",55,2018,2/11/18,0,0,0,,,0,0,9,1,2013 Tucson Police Department Strategic Report promoted the adoption of some type of predictive policing software; 2015 Tucson Police Department was using some type of predictive pattern analysis for crime in the midtown area. There is no publicly available information detailing TPD's use of predictive policing following 2015.,,TPD,0,,,,,,YES,Arizona Public Records Law,32.2217429,-110.92648
Fresno,California,"527,438","4,563",73.4,2018,2/12/18,1,2,2,PredPol,PredPol; HunchLab (via ShotSpotter),2,6,1,1,"2015 Fresno Police Department participated in a trial for Intrado's predictive policing software: Beware; 2016 Fresno Police Department entered into a one year contract with PredPol with the option to extend an additional year (2017-18 was budgeted, but currently available public documents show the extension was pending) after approval from city council. City of Fresno also rejected a five-year contract with Intrado for its Beware software after input from community members. However there is some ambiguity in the city council minutes and it appears that the police department could still adopt the technology following some community feedback and regulation; 2018 Fresno Police Department appears to be using Intrado Beware in its Real-Time Crime Center. Also in 2018 ShotSpotter (a gunshot detection software used by Fresno) purchased HunchLab's predictive analytics package to be incorporated into its software. ",,FPD; City of Fresno,0,,,,,,YES,California Public Records Act,36.7468422,-119.77259
Fresno,California,"527,438","4,563",73.4,2018,2/13/18,2,2,3,HunchLab (via ShotSpotter),PredPol; HunchLab (via ShotSpotter),2,5,1,1,"2015 Fresno Police Department participated in a trial for Intrado's predictive policing software: Beware; 2016 Fresno Police Department entered into a one year contract with PredPol with the option to extend an additional year (2017-18 was budgeted, but currently available public documents show the extension was pending) after approval from city council. City of Fresno also rejected a five-year contract with Intrado for its Beware software after input from community members. However there is some ambiguity in the city council minutes and it appears that the police department could still adopt the technology following some community feedback and regulation; 2018 Fresno Police Department appears to be using Intrado Beware in its Real-Time Crime Center. Also in 2018 ShotSpotter (a gunshot detection software used by Fresno) purchased HunchLab's predictive analytics package to be incorporated into its software. ",,FPD; City of Fresno,0,,,,,,YES,California Public Records Act,36.7468422,-119.77259
Sacramento,California,"501,901","5,059",66.6,2018,2/14/18,1,1,3,HunchLab (via ShotSpotter),HunchLab (via ShotSpotter),2,5,1,1,2012 Sacramento Police Department purchased Palantir Law Enforcement for five years; 2014 Sacramento Police Department was still using Palantir's services; 2018 ShotSpotter (a gunshot detection software used by Sacremanto) purchased HunchLab's predictive analytics package to be incorporated into its software. There are no publicly available documents detailing any contract extensions with Palantir following 2017.,,SPD,0,,,,,,YES,California Public Records Act,38.5815719,-121.4944
Mesa,Arizona,"496,401","3,514",38.5,2018,2/15/18,1,1,2,PredPol,PredPol,2,6,1,1,2016 Mesa Police Department (with approval of City Council) entered into a three-year contract with PredPol,,MPD; City of Mesa,0,,,,,,YES,Arizona Public Records Law,33.4151843,-111.83147
Kansas City,Missouri,"488,943","1,528",44.4,2018,2/16/18,1,1,3,HunchLab (via ShotSpotter),HunchLab (via ShotSpotter),2,5,1,1,"2013 Kansas City Police Department began the Kansas City No Violence Alliance, a Strategic Subject List-like type of predictive policing program that the city refused to acknowledge as predictive policing (according to 2015 and 2016 reports from the New York Times and others); 2014 Kansas City Police Department tested Risk Terrain Modelling on aggravated assault which it funded through 2015; 2017 Kansas City was still using the Kansas City No Violence Alliance. There is no publicly available information detailing CMPD's use of predictive policing following 2017; 2018 ShotSpotter (a gunshot detection software used by Kansas City) purchased HunchLab's predictive analytics package to be incorporated into its software. ",,KCPD,0,,,,,,YES,Missouri Sunshine Law,39.0997265,-94.578567
Atlanta,Georgia,"486,290","3,539",62.3,2018,2/17/18,1,1,3,HunchLab (via ShotSpotter),HunchLab (via ShotSpotter),2,5,1,1,2013 Atlanta Police Department entered into a contract with PredPol after a 90 day pilot; 2017 Atlanta Police Department appeared to still be using PredPol (though no official contract has been confirmed). There is no publicly available information detailing APD's use of PredPol following 2017; 2018 ShotSpotter (a gunshot detection software used by Atlanta) purchased HunchLab's predictive analytics package to be incorporated into its software. ,,APD,0,,,,,,YES,Georgia Open Records Act,33.7489954,-84.387982
Long Beach,California,"469,450","9,347",73.9,2018,2/18/18,1,2,2,PredPol,PredPol; Palantir,3,1,1,1,Long Beach is a part of Los Angeles County which means that it likely shares police resources with the LAPD through the Los Angeles County Sheriff's Department; 2017 Los Angeles County Sheriff's Department used Palantir and IBM Coplink for crime analysis. This along with a 2018 report corroborate the idea that Long Beach would have been party to Los Angeles County's 2010 Contract with Palantir. These shared resources might also include PredPol according to a 2018 report that PredPol has a specific portal on its website for Long Beach.,,LASD,0,,,,,,YES,California Public Records Act,33.7700504,-118.19374
Long Beach,California,"469,450","9,347",73.9,2018,2/19/18,2,2,5,Palantir,PredPol; Palantir,1,4,1,1,Long Beach is a part of Los Angeles County which means that it likely shares police resources with the LAPD through the Los Angeles County Sheriff's Department; 2017 Los Angeles County Sheriff's Department used Palantir and IBM Coplink for crime analysis. This along with a 2018 report corroborate the idea that Long Beach would have been party to Los Angeles County's 2010 Contract with Palantir. These shared resources might also include PredPol according to a 2018 report that PredPol has a specific portal on its website for Long Beach.,,LASD,0,,,,,,YES,California Public Records Act,33.7700504,-118.19374
Omaha,Nebraska,"466,893","3,356",33.2,2018,2/20/18,1,1,3,HunchLab (via ShotSpotter),HunchLab (via ShotSpotter),2,5,1,0,2018 ShotSpotter (a gunshot detection software used by Omaha) purchased HunchLab's predictive analytics package to be incorporated into its software. ,,OPD,0,,,,,,YES; with relevant exceptions,Nebraska Public Records Law,41.2523634,-95.997988
Raleigh,North Carolina,"464,758","3,163",45.8,2018,2/21/18,0,0,0,,,0,0,0,9,2015 Raleigh Police Department Chief mentions the use of predictive policing in an interview. There is no publicly available information detailing RPD's use of predictive policing besides this. ,,RPD,0,,,,,,YES; with relevant exceptions,North Carolina Public Records Law,35.7795897,-78.638179
Colorado Springs,Colorado,"464,474","2,378",30.8,2018,2/22/18,0,0,0,,,0,0,0,1,2014 Colorado Springs Police Department undertook an intervention based on findings of a Risk Terrain Modelling study conducted from 2012-14,,CSPD,0,,,,,,YES,Colorado Open Records Act,38.8338816,-104.82136
Miami,Florida,"463,374","12,599",88.3,2018,2/23/18,1,1,3,HunchLab/HunchLab (via ShotSpotter),HunchLab/HunchLab (via ShotSpotter),2,5,1,1,2013 Miami Police Department received funding from the BJA to improve police technology over the course of three years. However the funding only came into effect in 2014. Also in 2013 Miami Police Department was using an IBM predictive policing software known as Blue PALMS; 2014 Miami Police Department allegedly participated in a Risk Terrain Modelling study; 2015 Miami Police Department entered into a contract with HunchLab (could have participated in a pilot in 2014). 2015 is the last year that MPD's use of IBM's Blue PALMS was mentioned (which suggests that it was likely phased out by the adoption of HunchLab); 2018 ShotSpotter (a gunshot detection software used by Miami) purchased HunchLab's predictive analytics package to be incorporated into its software. ,2013 BJA,MPD,0,,,,,,YES,Florida Sunshine Law,25.7616798,-80.19179
Virginia Beach,Virginia,"450,435","1,850",38.1,2018,2/24/18,0,0,0,,,0,0,0,0,There is no publicly available information detailing Virginia Beach Police Department's use of predictive policing.,,,9,,,,,,YES,Virgina Freedom of Information Act,36.8529263,-75.977985
Oakland,California,"425,195","7,514",72.3,2018,2/25/18,1,1,3,HunchLab (via ShotSpotter),HunchLab (via ShotSpotter),2,5,1,0,"2015 City of Oakland initially approved a two year contract, but then reneged a move to adopt PredPol after research found that it would likely amplify racial bias in arrests without major reductions in crime; 2018 Oakland passed a law mandating public discussion before the adoption of any police technology. Also in 2018 ShotSpotter (a gunshot detection software used by Oakland) purchased HunchLab's predictive analytics package to be incorporated into its software. ",,City Council,0,,,,,,YES,California Public Records Act,37.8043637,-122.27111
Minneapolis,Minnesota,"422,331","7,660",38.8,2018,2/26/18,1,1,3,HunchLab (via ShotSpotter),HunchLab (via ShotSpotter),2,5,9,1,2011 Minneapolis Police Department introduced its own predictive policing program (called the Crime Analysis Unit) which they hoped to later improve upon with better software. There is no publicly available information detailing MPD's use of this program after 2012; 2016 Minneapolis Police Department rolled out the Gun Violence Intervention program which is similar to KCNoVA. There is no publicly available information detailing MPD's use of this program after 2017; 2018 ShotSpotter (a gunshot detection software used by Minneapolis) purchased HunchLab's predictive analytics package to be incorporated into its software. ,,MPD,0,,,,,,YES,Minnesota Data Practices Act,44.977753,-93.265011
Tulsa,Oklahoma,"401,800","2,048",45.4,2018,2/27/18,0,0,0,,,0,0,0,1,"2016 Tulsa County Sheriff's Office received funding for purchasing ""advanced software to predict crime trends"" which it appeared to use to purchase a predictive policing program from Crime Tech Solutions. The grant was intended to last one year and no payment to Crime Tech Solutions was included in Tulsa's 2017-8 budget",,TCSO; Mayor,0,,,,,,YES,Oklahoma Open Records Act,36.1539816,-95.992775
Arlington,Texas,"396,394","4,100",60.2,2018,2/28/18,0,0,0,,,0,0,0,1,2009 Arlington Police Department used in-house hotspot crime mapping to predict crime in areas suffering from physical neglect. This program lasted through at least 2012; 2012 Arlington Police Department participated in a Risk Terrain Modelling study. However there is no record of police intervention based on its results. ,,APD,0,,,,,,YES,Texas Public Information Act,32.735687,-97.108066
New Orleans,Louisiana,"393,292","2,311",69.2,2018,3/1/18,1,1,5,Palantir,Palantir,4,2,0,1,2012 New Orleans Police Department adopted Palantir's Gotham software (a program aimed at finding individuals most likely to commit a crime) which it used for three two-year terms without public knowledge before cancelling it in mid 2018. however NOPD is now in the process of developing a similar in-house tool as a part of the New Orleans Gun Violence Reduction Council which is expected to go live in mid-2019; 2013 New Orleans Police Department allowed Palantir access to its LexisNexis Accurint account (based on the language of the report NOPD had the account previously and likely continued using it during its time with Palantir).,,NOPD; Mayor,1,Conviction Appeal on 4th Amendment grounds based on the alleged use of PPA data in the arrest,3/8/2018,,358,Private Attourbey for Hendricks,YES,Louisiana Public Records Act,29.9510658,-90.071532
Wichita,Kansas,"390,591","2,431",36.9,2018,3/2/18,0,0,0,,,0,0,0,0,"2015 Newton Police Department (a nearby town) adopted a PPA but Wichita has other technology priorities according to a report; 2017 Open Wichita was released as a data visualization platform that encourages predictive analytics in law enforcement, but there is no indication that WPD is using it.",,,9,,,,,,YES; with state refusals,Kansas Open Records Act,37.688889,-97.336111
Cleveland,Ohio,"385,525","4,965",65.5,2018,3/3/18,0,0,0,,,0,0,0,0,There is no publicly available information detailing the use of predictive policing in Cleveland. The closest mention of predictive policing is in the suburb of Cleveland Heights which an article noted was using predictive policing in 2017,,,9,,,,,,YES; with relevant exceptions,Ohio Open Records Law,41.49932,-81.694361
Tampa,Florida,"385,430","3,326",55.6,2018,3/4/18,0,0,0,,,0,0,9,1,2011 Jackson Police Department referenced a predictive policing program in Tampa; 2013 Fredrick county MD reported borrowing a predictive  from Tampa that they called ATAC (potentially connecting it to the service offered by BAIR Analytics),,,9,,,,,,YES,Florida Sunshine Law,27.950575,-82.457178
Bakersfield,California,"380,374","2,529",67.5,2018,3/5/18,1,1,3,HunchLab (via ShotSpotter),HunchLab (via ShotSpotter),2,5,1,0,2018 ShotSpotter (a gunshot detection software used by Bakersfield) purchased HunchLab's predictive analytics package to be incorporated into its software. ,,,0,,,,,,YES,California Public Records Act,35.3732921,-119.01871
